Module,DescriptionStart,DescriptionEnd,Flags,Namespace,Name,Summary
2,3586,,,,PortMmcSdCardGetValidRcaSwTimeout,
2,3587,,,,PortMmcUnexpectedSdCardAcmdDisabled,
2,3588,,,,PortMmcSdCardNotSupportSwitchFunctionStatus,
2,3589,,,,PortMmcUnexpectedSdCardSwitchFunctionStatus,
2,3590,,,,PortMmcSdCardNotSupportAccessMode,
2,3591,,,,PortMmcSdCardNot4BitBusWidthAtUhsIMode,
2,3592,,,,PortMmcSdCardNotSupportSdr104AndSdr50,
2,3593,,,,PortMmcSdCardCannotSwitchedAccessMode,
2,3594,,,,PortMmcSdCardFailedSwitchedAccessMode,
2,3595,,,,PortMmcSdCardUnacceptableCurrentConsumption,
2,3596,,,,PortMmcSdCardNotReadyToVoltageSwitch,
2,3597,,,,PortMmcSdCardNotCompleteVoltageSwitch,

2,3628,3658,,,PortMmcHostControllerUnexpected,
2,3629,,,,PortMmcInternalClockStableSwTimeout,
2,3630,,,,PortMmcSdHostStandardUnknownAutoCmdError,
2,3631,,,,PortMmcSdHostStandardUnknownError,
2,3632,,,,PortMmcSdmmcDllCalibrationSwTimeout,
2,3633,,,,PortMmcSdmmcDllApplicationSwTimeout,
2,3634,,,,PortMmcSdHostStandardFailSwitchTo18V,

2,3660,3690,,,PortMmcInternalError,
2,3661,,,,PortMmcNoWaitedInterrupt,
2,3662,,,,PortMmcWaitInterruptSwTimeout,

2,3692,,,,PortMmcAbortCommandIssued,
2,3700,,,,PortMmcNotSupported,
2,3701,,,,PortMmcNotImplemented,

2,3998,,,,PortMmcStorageDeviceInvalidated,
2,3999,,,,PortMmcUnexpected,

2,4000,4999,,,DataCorrupted,
2,4001,4299,,,RomCorrupted,
2,4002,,,,UnsupportedRomVersion,

2,4011,4019,,,AesCtrCounterExtendedStorageCorrupted,
2,4012,,,,InvalidAesCtrCounterExtendedEntryOffset,
2,4013,,,,InvalidAesCtrCounterExtendedTableSize,
2,4014,,,,InvalidAesCtrCounterExtendedGeneration,
2,4015,,,,InvalidAesCtrCounterExtendedOffset,
2,4016,,,,InvalidAesCtrCounterExtendedDataStorageSize,
2,4017,,,,InvalidAesCtrCounterExtendedMetaStorageSize,

2,4021,4029,,,IndirectStorageCorrupted,
2,4022,,,,InvalidIndirectEntryOffset,
2,4023,,,,InvalidIndirectEntryStorageIndex,
2,4024,,,,InvalidIndirectStorageSize,
2,4025,,,,InvalidIndirectVirtualOffset,
2,4026,,,,InvalidIndirectPhysicalOffset,
2,4027,,,,InvalidIndirectStorageIndex,
2,4028,,,,InvalidIndirectStorageBucketTreeSize,

2,4031,4039,,,BucketTreeCorrupted,
2,4032,,,,InvalidBucketTreeSignature,
2,4033,,,,InvalidBucketTreeEntryCount,
2,4034,,,,InvalidBucketTreeNodeEntryCount,
2,4035,,,,InvalidBucketTreeNodeOffset,
2,4036,,,,InvalidBucketTreeEntryOffset,
2,4037,,,,InvalidBucketTreeEntrySetOffset,
2,4038,,,,InvalidBucketTreeNodeIndex,
2,4039,,,,InvalidBucketTreeVirtualOffset,

2,4041,4139,,,RomNcaCorrupted,
2,4051,4069,,,RomNcaFileSystemCorrupted,
2,4052,,,,InvalidRomNcaFileSystemType,
2,4053,,,,InvalidRomAcidFileSize,
2,4054,,,,InvalidRomAcidSize,
2,4055,,,,InvalidRomAcid,
2,4056,,,,RomAcidVerificationFailed,
2,4057,,,,InvalidRomNcaSignature,
2,4058,,,,RomNcaHeaderSignature1VerificationFailed,
2,4059,,,,RomNcaHeaderSignature2VerificationFailed,
2,4060,,,,RomNcaFsHeaderHashVerificationFailed,
2,4061,,,,InvalidRomNcaKeyIndex,
2,4062,,,,InvalidRomNcaFsHeaderHashType,
2,4063,,,,InvalidRomNcaFsHeaderEncryptionType,
2,4064,,,,InvalidRomNcaPatchInfoIndirectSize,
2,4065,,,,InvalidRomNcaPatchInfoAesCtrExSize,
2,4066,,,,InvalidRomNcaPatchInfoAesCtrExOffset,
2,4067,,,,InvalidRomNcaId,
2,4068,,,,InvalidRomNcaHeader,
2,4069,,,,InvalidRomNcaFsHeader,
2,4070,,,,InvalidRomNcaPatchInfoIndirectOffset,

2,4071,4079,,,RomNcaHierarchicalSha256StorageCorrupted,
2,4072,,,,InvalidRomHierarchicalSha256BlockSize,
2,4073,,,,InvalidRomHierarchicalSha256LayerCount,
2,4074,,,,RomHierarchicalSha256BaseStorageTooLarge,
2,4075,,,,RomHierarchicalSha256HashVerificationFailed,

2,4081,,,,InvalidRomHierarchicalIntegrityVerificationLayerCount,
2,4082,,,,RomNcaIndirectStorageOutOfRange,
2,4083,,,,RomNcaInvalidCompressionInfo,

2,4141,4179,,,RomIntegrityVerificationStorageCorrupted,
2,4142,,,,IncorrectRomIntegrityVerificationMagicCode,
2,4143,,,,InvalidRomZeroSignature,
2,4144,,,,RomNonRealDataVerificationFailed,

2,4151,4159,,,RomRealDataVerificationFailed,
2,4152,,,,ClearedRomRealDataVerificationFailed,
2,4153,,,,UnclearedRomRealDataVerificationFailed,

2,4181,4199,,,RomPartitionFileSystemCorrupted,
2,4182,,,,InvalidRomSha256PartitionHashTarget,
2,4183,,,,RomSha256PartitionHashVerificationFailed,
2,4184,,,,RomPartitionSignatureVerificationFailed,
2,4185,,,,RomSha256PartitionSignatureVerificationFailed,
2,4186,,,,InvalidRomPartitionEntryOffset,
2,4187,,,,InvalidRomSha256PartitionMetaDataSize,

2,4201,4219,,,RomBuiltInStorageCorrupted,
2,4202,,,,RomGptHeaderSignatureVerificationFailed,

2,4241,4259,,,RomHostFileSystemCorrupted,
2,4242,,,,RomHostEntryCorrupted,
2,4243,,,,RomHostFileDataCorrupted,
2,4244,,,,RomHostFileCorrupted,
2,4245,,,,InvalidRomHostHandle,

2,4261,4279,,,RomDatabaseCorrupted,
2,4262,,,,InvalidRomAllocationTableBlock,
2,4263,,,,InvalidRomKeyValueListElementIndex,

2,4280,4284,,,RomStorageCorrupted,Returned directly when the header says the total size of the RomFs metadata is 0 bytes.
2,4281,,,,InvalidRomStorageSize,The RomFs metadata is located beyond the end of the provided storage.

2,4301,4499,,,SaveDataCorrupted,
2,4302,,,,UnsupportedSaveDataVersion,
2,4303,,,,InvalidSaveDataEntryType,
2,4304,,,,ReconstructibleSaveDataCorrupted,

2,4311,4319,,,SaveDataFileSystemCorrupted,
2,4312,,,,InvalidJournalIntegritySaveDataHashSize,
2,4313,,,,InvalidJournalIntegritySaveDataCommitState,
2,4314,,,,InvalidJournalIntegritySaveDataControlAreaSize,
2,4315,,,,JournalIntegritySaveDataControlAreaVerificationFailed,
2,4316,,,,JournalIntegritySaveDataMasterSignatureVerificationFailed,
2,4317,,,,IncorrectJournalIntegritySaveDataMagicCode,

2,4321,4329,,,SaveDataDuplexStorageCorrupted,
2,4322,,,,IncorrectDuplexMagicCode,
2,4323,,,,DuplexStorageAccessOutOfRange,

2,4331,4339,,,SaveDataMapCorrupted,
2,4332,,,,InvalidMapEntryCount,
2,4333,,,,InvalidMapOffset,
2,4334,,,,InvalidMapSize,
2,4335,,,,InvalidMapAlignment,
2,4336,,,,InvalidMapStorageType,
2,4337,,,,MapAddressAlreadyRegistered,The range of the new map entry overlaps with the range of an existing map entry.
2,4338,,,,MapStorageNotFound,The storage for the map entry's storage type hasn't been registered.
2,4339,,,,InvalidMapStorageSize,The storage registered for the map entry's storage type is too short to contain the physical range specified in the map entry.

2,4341,4349,,,SaveDataLogCorrupted,
2,4342,,,,InvalidLogBlockSize,
2,4343,,,,InvalidLogOffset,
2,4344,,,,UnexpectedEndOfLog,
2,4345,,,,LogNotFound,

2,4352,,,,ThumbnailHashVerificationFailed,
2,4357,,,,InvalidSaveDataInternalStorageIntegritySeedSize,
2,4358,,,,InvalidSaveDataInternalStorageAllocationTableFreeBitmapSizeA,The bitmap for the allocation table is too small when opening InternalStorageFileNameIntegrityWithZeroFree.
2,4359,,,,InvalidSaveDataInternalStorageAllocationTableFreeBitmapSizeB,The bitmap for the allocation table is too small when opening AllocationTableDataWithZeroFree.

2,4361,4399,,,SaveDataIntegrityVerificationStorageCorrupted,
2,4362,,,,IncorrectSaveDataIntegrityVerificationMagicCode,
2,4363,,,,InvalidSaveDataZeroHash,
2,4364,,,,SaveDataNonRealDataVerificationFailed,

2,4371,4379,,,SaveDataRealDataVerificationFailed,
2,4372,,,,ClearedSaveDataRealDataVerificationFailed,
2,4373,,,,UnclearedSaveDataRealDataVerificationFailed,

2,4401,4419,,,SaveDataBuiltInStorageCorrupted,
2,4402,,,,SaveDataGptHeaderSignatureVerificationFailed,

2,4411,4419,,,SaveDataCoreFileSystemCorrupted,
2,4412,,,,IncorrectSaveDataFileSystemMagicCode,
2,4413,,,,InvalidSaveDataFileReadOffset,
2,4414,,,,InvalidSaveDataCoreDataStorageSize,

2,4427,,,,IncompleteBlockInZeroBitmapHashStorageFileSaveData,

2,4431,4439,,,JournalStorageCorrupted,
2,4432,,,,JournalStorageAccessOutOfRange,
2,4433,,,,InvalidJournalStorageDataStorageSize,

2,4441,4459,,,SaveDataHostFileSystemCorrupted,
2,4442,,,,SaveDataHostEntryCorrupted,
2,4443,,,,SaveDataHostFileDataCorrupted,
2,4444,,,,SaveDataHostFileCorrupted,
2,4445,,,,InvalidSaveDataHostHandle,

2,4451,4459,,,MappingTableCorrupted,
2,4452,,,,InvalidMappingTableEntryCount,
2,4453,,,,InvalidMappingTablePhysicalIndex,
2,4454,,,,InvalidMappingTableVirtualIndex,

2,4461,4479,,,SaveDataDatabaseCorrupted,
2,4462,,,,InvalidSaveDataAllocationTableBlock,
2,4463,,,,InvalidSaveDataKeyValueListElementIndex,
2,4464,,,,InvalidSaveDataAllocationTableChainEntry,
2,4465,,,,InvalidSaveDataAllocationTableOffset,
2,4466,,,,InvalidSaveDataAllocationTableBlockCount,
2,4467,,,,InvalidSaveDataKeyValueListEntryIndex,
2,4468,,,,InvalidSaveDataBitmapIndex,

2,4481,4489,,,SaveDataExtensionContextCorrupted,
2,4482,,,,IncorrectSaveDataExtensionContextMagicCode,
2,4483,,,,InvalidSaveDataExtensionContextState,
2,4484,,,,DifferentSaveDataExtensionContextParameter,The extension context doesn't match the current save data.
2,4485,,,,InvalidSaveDataExtensionContextParameter,

2,4491,4499,,,IntegritySaveDataCorrupted,
2,4492,,,,InvalidIntegritySaveDataHashSize,
2,4494,,,,InvalidIntegritySaveDataControlAreaSize,
2,4495,,,,IntegritySaveDataControlAreaVerificationFailed,
2,4496,,,,IntegritySaveDataMasterSignatureVerificationFailed,
2,4497,,,,IncorrectIntegritySaveDataMagicCode,

2,4501,4599,,,NcaCorrupted,
2,4508,,,,NcaBaseStorageOutOfRangeA,
2,4509,,,,NcaBaseStorageOutOfRangeB,
2,4510,,,,NcaBaseStorageOutOfRangeC,

2,4511,4529,,,NcaFileSystemCorrupted,
2,4512,,,,InvalidNcaFileSystemType,
2,4513,,,,InvalidAcidFileSize,
2,4514,,,,InvalidAcidSize,
2,4515,,,,InvalidAcid,
2,4516,,,,AcidVerificationFailed,
2,4517,,,,InvalidNcaSignature,
2,4518,,,,NcaHeaderSignature1VerificationFailed,
2,4519,,,,NcaHeaderSignature2VerificationFailed,
2,4520,,,,NcaFsHeaderHashVerificationFailed,
2,4521,,,,InvalidNcaKeyIndex,
2,4522,,,,InvalidNcaFsHeaderHashType,
2,4523,,,,InvalidNcaFsHeaderEncryptionType,
2,4524,,,,InvalidNcaPatchInfoIndirectSize,
2,4525,,,,InvalidNcaPatchInfoAesCtrExSize,
2,4526,,,,InvalidNcaPatchInfoAesCtrExOffset,
2,4527,,,,InvalidNcaId,
2,4528,,,,InvalidNcaHeader,
2,4529,,,,InvalidNcaFsHeader,
2,4530,,,,InvalidNcaPatchInfoIndirectOffset,

2,4531,4539,,,NcaHierarchicalSha256StorageCorrupted,
2,4532,,,,InvalidHierarchicalSha256BlockSize,
2,4533,,,,InvalidHierarchicalSha256LayerCount,
2,4534,,,,HierarchicalSha256BaseStorageTooLarge,
2,4535,,,,HierarchicalSha256HashVerificationFailed,

2,4541,,,,InvalidHierarchicalIntegrityVerificationLayerCount,
2,4542,,,,NcaIndirectStorageOutOfRange,
2,4543,,,,InvalidNcaHeader1SignatureKeyGeneration,
2,4545,,,,InvalidNspdVerificationData,
2,4546,,,,MissingNspdVerificationData,
2,4547,,,,NcaInvalidCompressionInfo,

2,4601,4639,,,IntegrityVerificationStorageCorrupted,
2,4602,,,,IncorrectIntegrityVerificationMagicCode,
2,4603,,,,InvalidZeroHash,
2,4604,,,,NonRealDataVerificationFailed,

2,4611,4619,,,RealDataVerificationFailed,
2,4612,,,,ClearedRealDataVerificationFailed,
2,4613,,,,UnclearedRealDataVerificationFailed,

2,4641,4659,,,PartitionFileSystemCorrupted,
2,4642,,,,InvalidSha256PartitionHashTarget,
2,4643,,,,Sha256PartitionHashVerificationFailed,
2,4644,,,,PartitionSignatureVerificationFailed,
2,4645,,,,Sha256PartitionSignatureVerificationFailed,
2,4646,,,,InvalidPartitionEntryOffset,
2,4647,,,,InvalidSha256PartitionMetaDataSize,

2,4661,4679,,,BuiltInStorageCorrupted,
2,4662,,,,GptHeaderSignatureVerificationFailed,
2,4664,,,,GptHeaderInvalidPartitionSize,

2,4681,4699,,,FatFileSystemCorrupted,
2,4683,,,,InvalidFatFormat,
2,4684,,,,InvalidFatFileNumber,
2,4685,,,,ExFatUnavailable,
2,4686,,,,InvalidFatFormatBisUser,
2,4687,,,,InvalidFatFormatBisSystem,
2,4688,,,,InvalidFatFormatBisSafe,
2,4689,,,,InvalidFatFormatBisCalibration,
2,4690,,,,InvalidFatFormatSd,

2,4701,4719,,,HostFileSystemCorrupted,
2,4702,,,,HostEntryCorrupted,
2,4703,,,,HostFileDataCorrupted,
2,4704,,,,HostFileCorrupted,
2,4705,,,,InvalidHostHandle,

2,4721,4739,,,DatabaseCorrupted,
2,4722,,,,InvalidAllocationTableBlock,
2,4723,,,,InvalidKeyValueListElementIndex,
2,4724,,,,InvalidAllocationTableChainEntry,
2,4725,,,,InvalidAllocationTableOffset,
2,4726,,,,InvalidAllocationTableBlockCount,
2,4727,,,,InvalidKeyValueListEntryIndex,
2,4728,,,,InvalidBitmapIndex,

2,4741,4759,,,AesXtsFileSystemCorrupted,
2,4742,,,,AesXtsFileSystemFileHeaderSizeCorruptedOnFileOpen,
2,4743,,,,AesXtsFileSystemFileHeaderCorruptedOnFileOpen,
2,4744,,,,AesXtsFileSystemFileNoHeaderOnFileOpen,
2,4745,,,,AesXtsFileSystemFileSizeCorruptedOnFileOpen,
2,4746,,,,AesXtsFileSystemFileSizeCorruptedOnFileSetSize,
2,4747,,,,AesXtsFileSystemFileHeaderCorruptedOnRename,
2,4748,,,,AesXtsFileSystemFileHeaderCorruptedOnFileSetSize,

2,4761,4769,,,SaveDataTransferDataCorrupted,
2,4762,,,,SaveDataTransferTokenMacVerificationFailed,
2,4763,,,,SaveDataTransferTokenSignatureVerificationFailed,
2,4764,,,,SaveDataTransferTokenChallengeVerificationFailed,
2,4765,,,,SaveDataTransferImportMacVerificationFailed,
2,4766,,,,SaveDataTransferInitialDataMacVerificationFailed,
2,4767,,,,SaveDataTransferInitialDataVersionVerificationFailed,

2,4771,4779,,,SignedSystemPartitionDataCorrupted,
2,4772,,,,SignedSystemPartitionInvalidSize,
2,4773,,,,SignedSystemPartitionSignatureVerificationFailed,
2,4774,,,,SignedSystemPartitionHashVerificationFailed,
2,4775,,,,SignedSystemPartitionPackage2HashVerificationFailed,
2,4776,,,,SignedSystemPartitionInvalidAppendHashCount,

2,4781,,,,GameCardLogoDataCorrupted,
2,4785,,,,SimulatedDeviceDataCorrupted,

2,4790,4799,,,MultiCommitContextCorrupted,
2,4791,,,,InvalidMultiCommitContextVersion,The version of the multi-commit context file is too high for the current MultiCommitManager implementation.
2,4792,,,,InvalidMultiCommitContextState,The multi-commit has not been provisionally committed.

2,4802,,,,ConcatenationFsInvalidInternalFileCount,

2,4811,4819,,,ZeroBitmapFileCorrupted,
2,4812,,,,IncompleteBlockInZeroBitmapHashStorageFile,

2,5000,5999,,,Unexpected,
2,5001,5299,,,FatFsUnexpected,
2,5002,,,,FatFsUnclassified,
2,5003,,,,FatFsStorageStateMissmatch,
2,5024,,,,FatFsTooManyFilesOpenedS,
2,5025,,,,FatFsTooManyFilesOpenedU,
2,5026,,,,FatFsNotAFile,
2,5028,,,,FatFsLockError,
2,5029,,,,FatFsInternalError,
2,5055,,,,FatFsModuleSafeError,
2,5110,,,,FatFsUnexpectedSystemError,

2,5120,5129,,,FatFsFormatUnexpected,
2,5121,,,,FatFsFormatUnsupportedSize,
2,5122,,,,FatFsFormatInvalidBpb,
2,5123,,,,FatFsFormatInvalidParameter,
2,5124,,,,FatFsFormatIllegalSectorsA,
2,5125,,,,FatFsFormatIllegalSectorsB,
2,5126,,,,FatFsFormatIllegalSectorsC,
2,5127,,,,FatFsFormatIllegalSectorsD,
2,5131,,,,FatFsWriteVerifyError,

2,5301,,,,UnexpectedInMountTableA,
2,5302,,,,UnexpectedInJournalIntegritySaveDataFileSystemA,
2,5303,,,,UnexpectedInJournalIntegritySaveDataFileSystemB,
2,5304,,,,UnexpectedInJournalIntegritySaveDataFileSystemC,Tried to write to an IntegrityFilteredFile that is provisionally committed.
2,5305,,,,UnexpectedInLocalFileSystemA,
2,5306,,,,UnexpectedInLocalFileSystemB,
2,5307,,,,UnexpectedInLocalFileSystemC,
2,5308,,,,UnexpectedInLocalFileSystemD,
2,5309,,,,UnexpectedInLocalFileSystemE,
2,5310,,,,UnexpectedInLocalFileSystemF,
2,5311,,,,UnexpectedInPathToolA,
2,5312,,,,UnexpectedInPathOnExecutionDirectoryA,
2,5313,,,,UnexpectedInPathOnExecutionDirectoryB,
2,5314,,,,UnexpectedInPathOnExecutionDirectoryC,
2,5315,,,,UnexpectedInAesCtrStorageA,
2,5316,,,,UnexpectedInAesXtsStorageA,
2,5317,,,,UnexpectedInSaveDataInternalStorageFileSystemA,
2,5318,,,,UnexpectedInSaveDataInternalStorageFileSystemB,
2,5319,,,,UnexpectedInMountUtilityA,
2,5320,,,,UnexpectedInNcaFileSystemServiceImplA,Ncas cannot be mounted from the given mount point.
2,5321,,,,UnexpectedInRamDiskFileSystemA,
2,5322,,,,UnexpectedInBisWiperA,
2,5323,,,,UnexpectedInBisWiperB,
2,5324,,,,UnexpectedInCompressedStorageA,
2,5325,,,,UnexpectedInCompressedStorageB,
2,5326,,,,UnexpectedInCompressedStorageC,
2,5327,,,,UnexpectedInCompressedStorageD,
2,5328,,,,UnexpectedInPathA,

2,6000,6499,,,PreconditionViolation,
2,6001,6199,,,InvalidArgument,
2,6002,6029,,,InvalidPath,
2,6003,,,,TooLongPath,
2,6004,,,,InvalidCharacter,
2,6005,,,,InvalidPathFormat,
2,6006,,,,DirectoryUnobtainable,
2,6007,,,,NotNormalized,

2,6030,6059,,,InvalidPathForOperation,
2,6031,,,,DirectoryUndeletable,
2,6032,,,,DirectoryUnrenamable,
2,6033,,,,IncompatiblePath,
2,6034,,,,RenameToOtherFileSystem,

2,6061,,,,InvalidOffset,
2,6062,,,,InvalidSize,
2,6063,,,,NullptrArgument,
2,6064,,,,InvalidAlignment,
2,6065,,,,InvalidMountName,
2,6066,,,,ExtensionSizeTooLarge,
2,6067,,,,ExtensionSizeInvalid,
2,6068,,,,InvalidHandle,
2,6069,,,,CacheStorageSizeTooLarge,
2,6070,,,,CacheStorageIndexTooLarge,
2,6071,,,,InvalidCommitNameCount,Up to 10 file systems can be committed at the same time.
2,6072,,,,InvalidModeForFileOpen,
2,6073,,,,InvalidFileSize,
2,6074,,,,InvalidModeForDirectoryOpen,
2,6075,,,,InvalidCommitOption,

2,6080,6099,,,InvalidEnumValue,
2,6081,,,,InvalidSaveDataState,
2,6082,,,,InvalidSaveDataSpaceId,

2,6101,,,,GameCardLogoDataTooLarge,
2,6102,,,,FileDataCacheMemorySizeTooSmall,

2,6200,6299,,,InvalidOperationForOpenMode,
2,6201,,,,FileExtensionWithoutOpenModeAllowAppend,
2,6202,,,,ReadUnpermitted,
2,6203,,,,WriteUnpermitted,

2,6300,6399,,,UnsupportedOperation,
2,6301,,,,UnsupportedCommitTarget,
2,6302,,,,UnsupportedSetSizeForNotResizableSubStorage,Attempted to resize a non-resizable SubStorage.
2,6303,,,,UnsupportedSetSizeForResizableSubStorage,Attempted to resize a SubStorage that wasn't located at the end of the base storage.
2,6304,,,,UnsupportedSetSizeForMemoryStorage,
2,6305,,,,UnsupportedOperateRangeForMemoryStorage,
2,6306,,,,UnsupportedOperateRangeForFileStorage,
2,6307,,,,UnsupportedOperateRangeForFileHandleStorage,
2,6308,,,,UnsupportedOperateRangeForSwitchStorage,
2,6309,,,,UnsupportedOperateRangeForStorageServiceObjectAdapter,
2,6310,,,,UnsupportedWriteForAesCtrCounterExtendedStorage,
2,6311,,,,UnsupportedSetSizeForAesCtrCounterExtendedStorage,
2,6312,,,,UnsupportedOperateRangeForAesCtrCounterExtendedStorage,
2,6313,,,,UnsupportedWriteForAesCtrStorageExternal,
2,6314,,,,UnsupportedSetSizeForAesCtrStorageExternal,
2,6315,,,,UnsupportedSetSizeForAesCtrStorage,
2,6316,,,,UnsupportedSetSizeForHierarchicalIntegrityVerificationStorage,
2,6317,,,,UnsupportedOperateRangeForHierarchicalIntegrityVerificationStorage,
2,6318,,,,UnsupportedSetSizeForIntegrityVerificationStorage,
2,6319,,,,UnsupportedOperateRangeForWritableIntegrityVerificationStorage,
2,6320,,,,UnsupportedOperateRangeForIntegrityVerificationStorage,
2,6321,,,,UnsupportedSetSizeForBlockCacheBufferedStorage,
2,6322,,,,UnsupportedOperateRangeForWritableBlockCacheBufferedStorage,
2,6323,,,,UnsupportedOperateRangeForBlockCacheBufferedStorage,
2,6324,,,,UnsupportedWriteForIndirectStorage,
2,6325,,,,UnsupportedSetSizeForIndirectStorage,
2,6326,,,,UnsupportedOperateRangeForIndirectStorage,
2,6327,,,,UnsupportedWriteForZeroStorage,
2,6328,,,,UnsupportedSetSizeForZeroStorage,
2,6329,,,,UnsupportedSetSizeForHierarchicalSha256Storage,
2,6330,,,,UnsupportedWriteForReadOnlyBlockCacheStorage,
2,6331,,,,UnsupportedSetSizeForReadOnlyBlockCacheStorage,
2,6332,,,,UnsupportedSetSizeForIntegrityRomFsStorage,
2,6333,,,,UnsupportedSetSizeForDuplexStorage,
2,6334,,,,UnsupportedOperateRangeForDuplexStorage,
2,6335,,,,UnsupportedSetSizeForHierarchicalDuplexStorage,
2,6336,,,,UnsupportedGetSizeForRemapStorage,
2,6337,,,,UnsupportedSetSizeForRemapStorage,
2,6338,,,,UnsupportedOperateRangeForRemapStorage,
2,6339,,,,UnsupportedSetSizeForIntegritySaveDataStorage,
2,6340,,,,UnsupportedOperateRangeForIntegritySaveDataStorage,
2,6341,,,,UnsupportedSetSizeForJournalIntegritySaveDataStorage,
2,6342,,,,UnsupportedOperateRangeForJournalIntegritySaveDataStorage,
2,6343,,,,UnsupportedGetSizeForJournalStorage,
2,6344,,,,UnsupportedSetSizeForJournalStorage,
2,6345,,,,UnsupportedOperateRangeForJournalStorage,
2,6346,,,,UnsupportedSetSizeForUnionStorage,
2,6347,,,,UnsupportedSetSizeForAllocationTableStorage,
2,6348,,,,UnsupportedReadForWriteOnlyGameCardStorage,
2,6349,,,,UnsupportedSetSizeForWriteOnlyGameCardStorage,
2,6350,,,,UnsupportedWriteForReadOnlyGameCardStorage,
2,6351,,,,UnsupportedSetSizeForReadOnlyGameCardStorage,
2,6352,,,,UnsupportedOperateRangeForReadOnlyGameCardStorage,
2,6353,,,,UnsupportedSetSizeForSdmmcStorage,
2,6354,,,,UnsupportedOperateRangeForSdmmcStorage,
2,6355,,,,UnsupportedOperateRangeForFatFile,
2,6356,,,,UnsupportedOperateRangeForStorageFile,
2,6357,,,,UnsupportedSetSizeForInternalStorageConcatenationFile,
2,6358,,,,UnsupportedOperateRangeForInternalStorageConcatenationFile,
2,6359,,,,UnsupportedQueryEntryForConcatenationFileSystem,
2,6360,,,,UnsupportedOperateRangeForConcatenationFile,
2,6361,,,,UnsupportedSetSizeForZeroBitmapFile,
2,6362,,,,UnsupportedOperateRangeForFileServiceObjectAdapter,Called OperateRange with an invalid operation ID.
2,6363,,,,UnsupportedOperateRangeForAesXtsFile,
2,6364,,,,UnsupportedWriteForRomFsFileSystem,
2,6365,,,,UnsupportedCommitProvisionallyForRomFsFileSystem,Called RomFsFileSystem::CommitProvisionally.
2,6366,,,,UnsupportedGetTotalSpaceSizeForRomFsFileSystem,
2,6367,,,,UnsupportedWriteForRomFsFile,
2,6368,,,,UnsupportedOperateRangeForRomFsFile,
2,6369,,,,UnsupportedWriteForReadOnlyFileSystem,
2,6370,,,,UnsupportedCommitProvisionallyForReadOnlyFileSystem,
2,6371,,,,UnsupportedGetTotalSpaceSizeForReadOnlyFileSystem,
2,6372,,,,UnsupportedWriteForReadOnlyFile,
2,6373,,,,UnsupportedOperateRangeForReadOnlyFile,
2,6374,,,,UnsupportedWriteForPartitionFileSystem,
2,6375,,,,UnsupportedCommitProvisionallyForPartitionFileSystem,Called PartitionFileSystemCore::CommitProvisionally.
2,6376,,,,UnsupportedWriteForPartitionFile,
2,6377,,,,UnsupportedOperateRangeForPartitionFile,
2,6378,,,,UnsupportedOperateRangeForTmFileSystemFile,
2,6379,,,,UnsupportedWriteForSaveDataInternalStorageFileSystem,
2,6382,,,,UnsupportedCommitProvisionallyForApplicationTemporaryFileSystem,
2,6383,,,,UnsupportedCommitProvisionallyForSaveDataFileSystem,
2,6384,,,,UnsupportedCommitProvisionallyForDirectorySaveDataFileSystem,Called DirectorySaveDataFileSystem::CommitProvisionally on a non-user savedata.
2,6385,,,,UnsupportedWriteForZeroBitmapHashStorageFile,
2,6386,,,,UnsupportedSetSizeForZeroBitmapHashStorageFile,
2,6387,,,,UnsupportedWriteForCompressedStorage,
2,6388,,,,UnsupportedOperateRangeForCompressedStorage,
2,6395,,,,UnsupportedRollbackOnlyModifiedForApplicationTemporaryFileSystem,
2,6396,,,,UnsupportedRollbackOnlyModifiedForDirectorySaveDataFileSystem,
2,6397,,,,UnsupportedOperateRangeForRegionSwitchStorage,
2,6398,,,,UnsupportedOperateRangeForSaveDataFile,

2,6400,6449,,,PermissionDenied,
2,6403,,,,HostFileSystemOperationDisabled,Returned when opening a host FS on a retail device.

2,6450,,,,PortAcceptableCountLimited,
2,6452,,,,NcaExternalKeyInconsistent,
2,6454,,,,NeedFlush,
2,6455,,,,FileNotClosed,
2,6456,,,,DirectoryNotClosed,
2,6457,,,,WriteModeFileNotClosed,
2,6458,,,,AllocatorAlreadyRegistered,
2,6459,,,,DefaultAllocatorAlreadyUsed,
2,6460,,,,GameCardLogoDataSizeInvalid,
2,6461,,,,AllocatorAlignmentViolation,
2,6462,,,,GlobalFileDataCacheAlreadyEnabled,
2,6463,,,,MultiCommitHasOverlappingTargets,The provided file system has already been added to the multi-commit manager.
2,6464,,,,MultiCommitAlreadyInProgress,A multi-commit was performed while another multi-commit operation was already running.
2,6465,,,,UserNotExist,
2,6466,,,,DefaultGlobalFileDataCacheEnabled,
2,6467,,,,SaveDataRootPathUnavailable,

2,6600,6699,,,NotFound,
2,6602,,,,FileNotFound,
2,6603,,,,DirectoryNotFound,
2,6604,,,,DatabaseKeyNotFound,
2,6605,,,,ProgramInfoNotFound,Specified program is not found in the program registry.
2,6606,,,,ProgramIndexNotFound,Specified program index is not found

2,6700,6799,,,OutOfResource,
2,6705,,,,BufferAllocationFailed,
2,6706,,,,MappingTableFull,
2,6707,,,,AllocationTableFull,
